abuse;status;unemrate;age;educ;married;famsize;white;northeast;midwest;south;cigtax;employ
0;3;7,699999809;38;12;1;1;1;0;0;1;21;1
0;3;7,699999809;37;16;1;6;1;0;0;1;21;1
0;3;7,699999809;40;13;1;4;1;0;0;1;21;1
0;2;7,699999809;31;12;1;1;0;0;0;1;21;0
0;3;4,800000191;27;12;1;4;1;0;1;0;24;1
0;1;4,800000191;38;14;1;3;1;0;1;0;24;0
0;3;4,800000191;50;12;1;3;1;0;1;0;24;1
0;3;4,800000191;26;12;1;1;1;0;1;0;24;1
0;3;4,800000191;28;12;1;4;1;0;1;0;24;1
0;3;4,800000191;57;12;1;2;1;0;1;0;24;1
0;3;4,800000191;36;12;1;2;1;0;1;0;24;1
0;3;4,800000191;41;12;1;4;1;0;1;0;24;1
0;2;7,900000095;34;8;1;3;1;0;0;1;3;0
0;3;7,900000095;33;14;1;2;1;0;0;1;3;1
0;1;7,900000095;57;3;0;1;1;0;0;1;3;0
0;3;7,900000095;40;12;1;3;1;0;0;1;3;1
0;3;7,900000095;38;12;1;3;1;0;0;1;3;1
0;3;3,799999952;45;18;1;2;1;1;0;0;25;1
0;3;3,799999952;35;13;1;5;1;1;0;0;25;1
0;3;3,799999952;36;14;1;2;1;1;0;0;25;1
0;3;3,799999952;48;9;1;1;1;1;0;0;25;1
0;3;3,799999952;45;12;1;3;1;1;0;0;25;1
0;3;3,799999952;53;12;1;2;1;1;0;0;25;1
0;3;3,799999952;31;16;1;4;1;1;0;0;25;1
0;2;3,799999952;38;12;0;5;1;1;0;0;25;0
0;1;6,300000191;58;13;1;2;1;0;0;0;15;0
1;3;6,300000191;55;12;1;1;1;0;0;0;15;1
0;3;5,800000191;58;8;1;2;1;0;0;0;27;1
0;3;5,800000191;26;12;1;4;1;0;0;0;27;1
0;3;5,800000191;34;13;1;1;1;0;0;0;27;1
0;3;5,800000191;53;14;1;2;1;0;0;0;27;1
0;3;5,800000191;54;18;1;1;1;0;0;0;27;1
0;3;4;31;12;1;4;1;0;1;0;38;1
0;3;4;39;12;1;2;1;0;1;0;38;1
0;1;4;40;13;0;1;1;0;1;0;38;0
0;3;4;45;16;1;2;1;0;1;0;38;1
0;3;4;39;15;0;1;1;0;1;0;38;1
0;3;4;42;18;1;4;1;0;1;0;38;1
0;3;4;42;15;1;4;1;0;1;0;38;1
0;3;4;34;18;1;4;1;0;1;0;38;1
1;3;4;40;12;1;4;1;0;1;0;38;1
0;3;4;34;15;1;3;1;0;1;0;38;1
0;3;4;28;16;0;4;1;0;1;0;38;1
0;3;4;35;16;1;5;1;0;1;0;38;1
0;3;4;36;16;1;4;1;0;1;0;38;1
0;3;4;25;16;0;1;1;0;1;0;38;1
0;3;4;30;18;0;1;1;0;1;0;38;1
0;3;4;58;17;1;2;1;0;1;0;38;1
0;3;4;46;16;0;1;1;0;1;0;38;1
0;3;4;46;15;1;1;1;0;1;0;38;1
0;1;4;55;11;0;1;1;0;1;0;38;0
1;3;4;33;12;0;1;1;0;1;0;38;1
0;3;4;33;10;0;1;0;0;1;0;38;1
1;3;4;35;15;1;1;1;0;1;0;38;1
0;3;4;34;15;1;4;1;0;1;0;38;1
0;3;4;36;14;1;4;1;0;1;0;38;1
0;3;4;46;12;1;4;1;0;1;0;38;1
0;3;5,300000191;28;12;0;1;1;0;0;0;10;1
0;3;5,300000191;43;18;1;4;1;0;0;0;10;1
0;3;5,300000191;50;18;1;8;1;0;0;0;10;1
0;3;5,300000191;48;18;1;3;1;0;0;0;10;1
0;3;5,300000191;48;18;1;4;0;0;0;0;10;1
0;3;5,300000191;57;13;1;2;1;0;0;0;10;1
0;3;5,300000191;34;12;1;6;1;0;0;0;10;1
0;3;5,300000191;35;15;1;3;1;0;0;0;10;1
0;3;5,300000191;42;14;1;2;1;0;0;0;10;1
0;3;5,300000191;28;16;1;2;1;0;0;0;10;1
1;3;5,300000191;46;18;1;4;1;0;0;0;10;1
0;3;5,300000191;40;14;1;3;0;0;0;0;10;1
0;3;5,300000191;57;16;1;2;0;0;0;0;10;1
0;1;6;26;17;0;1;1;0;1;0;14;0
0;3;6;27;14;1;2;1;0;1;0;14;1
0;3;6;37;12;1;5;1;0;1;0;14;1
0;3;6;48;15;1;2;1;0;1;0;14;1
0;3;6;32;12;1;4;1;0;1;0;14;1
0;3;6;26;13;1;3;1;0;1;0;14;1
0;3;6;44;14;1;3;1;0;1;0;14;1
0;3;6;35;16;1;4;1;0;1;0;14;1
1;3;6;58;18;1;2;1;0;1;0;14;1
0;1;3,900000095;30;18;1;1;0;0;0;1;2,5;0
0;3;3,900000095;30;16;0;1;1;0;0;1;2,5;1
0;3;3,900000095;25;18;0;1;1;0;0;1;2,5;1
0;3;3,900000095;43;6;1;4;1;0;0;1;2,5;1
0;3;3,900000095;36;12;0;3;1;0;0;1;2,5;1
0;3;3,900000095;27;18;1;2;1;0;0;1;2,5;1
0;3;6,800000191;38;12;1;3;1;0;0;0;16;1
0;1;6,800000191;46;12;1;2;1;0;0;0;16;0
0;3;6,800000191;33;12;1;5;1;0;0;0;16;1
0;3;6,800000191;37;12;1;4;1;0;0;0;16;1
0;1;6,800000191;38;14;1;2;1;0;0;0;16;0
0;3;6,800000191;47;12;1;5;1;0;0;0;16;1
0;3;5,300000191;31;13;1;3;1;0;1;0;10,5;1
0;3;5,300000191;49;12;1;2;1;0;1;0;10,5;1
0;3;7,300000191;32;12;1;4;1;0;0;1;20,5;1
0;3;7,300000191;26;14;0;1;1;0;0;1;20,5;1
0;3;7,300000191;51;12;1;2;1;0;0;1;20,5;1
0;3;7,300000191;40;10;1;2;1;0;0;1;20,5;1
0;3;7,300000191;34;18;1;4;1;0;0;1;20,5;1
0;3;7,300000191;45;16;1;4;1;0;0;1;20,5;1
0;3;7,300000191;33;16;1;4;1;0;0;1;20,5;1
0;3;7,300000191;34;16;1;4;1;0;0;1;20,5;1
0;3;5,099999905;46;12;1;4;1;1;0;0;18;1
0;3;5,099999905;50;12;1;4;1;1;0;0;18;1
0;3;5,099999905;54;12;1;3;1;1;0;0;18;1
1;3;5,099999905;29;12;1;3;1;1;0;0;18;1
0;3;5,099999905;33;12;0;1;1;1;0;0;18;1
0;3;5,099999905;40;12;1;4;1;1;0;0;18;1
0;3;5,099999905;34;12;0;1;1;1;0;0;18;1
0;3;5,099999905;26;16;1;4;1;1;0;0;18;1
0;1;3,299999952;32;12;0;2;0;1;0;0;26;0
0;3;3,299999952;43;18;1;2;1;1;0;0;26;1
1;3;3,299999952;30;12;1;5;1;1;0;0;26;1
0;3;3,299999952;40;16;0;1;1;1;0;0;26;1
0;3;3,299999952;58;11;1;3;1;1;0;0;26;1
0;3;3,299999952;29;12;1;3;1;1;0;0;26;1
0;3;5,300000191;29;12;1;5;1;0;0;0;10;1
0;3;5,300000191;30;12;1;4;1;0;0;0;10;1
1;1;5,300000191;44;4;1;7;1;0;0;0;10;0
1;3;5,300000191;29;4;1;1;1;0;0;0;10;1
0;3;5,300000191;27;12;1;3;1;0;0;0;10;1
0;3;5,300000191;43;14;1;5;1;0;0;0;10;1
0;2;5,300000191;59;11;1;3;1;0;0;0;10;0
0;3;5,300000191;38;13;1;5;1;0;0;0;10;1
0;3;5,300000191;36;13;1;4;1;0;0;0;10;1
0;3;5,300000191;47;16;1;4;1;0;0;0;10;1
0;1;5,300000191;59;14;1;2;0;0;0;0;10;0
0;1;5,300000191;27;14;0;2;1;0;0;0;10;0
0;3;5,300000191;40;17;1;5;1;0;0;0;10;1
0;3;5,300000191;38;12;1;2;1;0;0;0;10;1
0;3;5,300000191;55;12;1;2;1;0;0;0;10;1
0;3;5,800000191;31;16;0;4;1;0;0;1;12;1
1;3;5,800000191;46;10;1;6;1;0;0;1;12;1
0;3;5,800000191;33;18;1;1;1;0;0;1;12;1
0;3;5,800000191;37;12;1;1;1;0;0;1;12;1
0;3;5,800000191;26;12;0;5;1;0;0;1;12;1
0;1;5,800000191;25;14;0;1;0;0;0;1;12;0
0;3;5,300000191;34;15;1;3;1;0;0;0;10;1
0;3;5,300000191;59;10;1;1;0;0;0;0;10;1
0;3;5,300000191;48;16;1;3;1;0;0;0;10;1
0;3;5,300000191;28;12;1;4;1;0;0;0;10;1
0;3;5,300000191;32;16;1;3;1;0;0;0;10;1
0;3;5,300000191;26;12;0;3;0;0;0;0;10;1
0;1;5,300000191;54;18;1;2;1;0;0;0;10;0
0;3;5,300000191;40;18;1;4;1;0;0;0;10;1
0;3;5,300000191;38;14;1;2;1;0;0;0;10;1
0;3;5,300000191;42;18;1;1;1;0;0;0;10;1
0;3;5,300000191;33;18;1;4;0;0;0;0;10;1
0;3;5,300000191;40;18;1;4;0;0;0;0;10;1
0;3;5,300000191;48;18;1;5;0;0;0;0;10;1
0;3;5,300000191;37;17;1;3;1;0;0;0;10;1
0;2;5,300000191;36;13;0;3;0;0;0;0;10;0
0;3;5,300000191;37;12;1;7;0;0;0;0;10;1
0;1;5,300000191;39;9;1;2;0;0;0;0;10;0
0;2;5,300000191;27;12;0;3;0;0;0;0;10;0
0;3;5,300000191;30;18;1;3;1;0;0;0;10;1
0;3;5,300000191;26;13;1;3;1;0;0;0;10;1
0;3;5,300000191;34;12;1;4;1;0;0;0;10;1
0;3;5,300000191;50;18;0;1;1;0;0;0;10;1
0;3;5,300000191;36;18;0;1;1;0;0;0;10;1
0;3;5,300000191;55;18;1;2;1;0;0;0;10;1
0;3;5,300000191;54;16;1;4;1;0;0;0;10;1
0;3;5,300000191;53;17;1;2;1;0;0;0;10;1
0;3;5,300000191;36;16;1;1;1;0;0;0;10;1
0;3;5,300000191;36;13;1;4;1;0;0;0;10;1
0;1;5,300000191;39;16;0;1;1;0;0;0;10;0
1;3;5,300000191;38;18;0;1;1;0;0;0;10;1
1;3;5,300000191;53;16;1;3;1;0;0;0;10;1
0;3;5,300000191;50;16;1;2;1;0;0;0;10;1
0;3;5,300000191;40;13;0;1;1;0;0;0;10;1
0;3;5,300000191;41;16;1;4;0;0;0;0;10;1
0;3;5,300000191;35;13;1;4;1;0;0;0;10;1
0;3;5,300000191;45;12;1;2;1;0;0;0;10;1
1;3;5,300000191;26;12;1;2;1;0;0;0;10;1
0;3;5,300000191;54;14;1;1;1;0;0;0;10;1
0;3;5,300000191;28;14;1;2;1;0;0;0;10;1
1;3;5,300000191;34;12;0;1;1;0;0;0;10;1
0;3;5,300000191;31;16;0;1;1;0;0;0;10;1
0;3;5,300000191;34;12;1;4;1;0;0;0;10;1
0;3;5,300000191;50;16;1;4;1;0;0;0;10;1
0;3;5,300000191;47;16;1;2;1;0;0;0;10;1
1;3;5,300000191;51;13;1;2;1;0;0;0;10;1
1;3;5,300000191;55;16;0;1;1;0;0;0;10;1
0;3;5,300000191;29;15;1;3;1;0;0;0;10;1
0;3;5,300000191;59;10;1;4;1;0;0;0;10;1
0;3;5,300000191;30;12;1;7;1;0;0;0;10;1
0;1;5,300000191;40;14;1;5;0;0;0;0;10;0
0;3;5,300000191;28;12;1;4;1;0;0;0;10;1
0;3;5,300000191;49;12;1;2;1;0;1;0;10,5;1
0;3;5,300000191;58;13;1;2;1;0;1;0;10,5;1
0;3;5,300000191;45;14;1;5;1;0;1;0;10,5;1
0;3;5,300000191;46;18;1;4;1;0;1;0;10,5;1
0;3;5,300000191;46;18;1;3;1;0;1;0;10,5;1
0;3;5,300000191;39;18;1;5;1;0;1;0;10,5;1
0;3;5,300000191;47;12;1;2;1;0;1;0;10,5;1
0;1;5,300000191;28;16;0;1;1;0;1;0;10,5;0
0;3;5,300000191;33;11;1;5;1;0;1;0;10,5;1
0;3;4,199999809;46;12;1;1;1;1;0;0;21;1
0;3;4,199999809;32;16;1;2;1;1;0;0;21;1
0;3;4,199999809;39;18;1;5;1;1;0;0;21;1
0;1;4,199999809;33;14;0;3;1;1;0;0;21;0
0;3;4,199999809;25;14;0;2;1;1;0;0;21;1
0;3;4,199999809;51;14;1;4;1;1;0;0;21;1
0;3;4,199999809;29;12;1;4;0;1;0;0;21;1
0;3;4,199999809;34;16;0;2;1;1;0;0;21;1
0;3;4,199999809;27;11;0;3;1;1;0;0;21;1
0;3;4,199999809;26;13;1;3;1;1;0;0;21;1
0;3;4,199999809;28;16;1;2;1;1;0;0;21;1
0;3;4,199999809;45;16;1;5;1;1;0;0;21;1
0;3;4,199999809;25;12;1;2;1;1;0;0;21;1
0;1;4,199999809;27;17;0;1;1;1;0;0;21;0
0;3;4,199999809;27;16;1;2;1;1;0;0;21;1
0;3;4,199999809;44;18;1;1;1;1;0;0;21;1
0;3;4,199999809;35;12;1;4;1;1;0;0;21;1
0;3;4,199999809;34;12;1;1;1;1;0;0;21;1
0;3;4,199999809;39;13;1;1;1;1;0;0;21;1
0;3;6;45;12;1;5;1;0;1;0;14;1
1;1;6;39;10;1;1;1;0;1;0;14;0
0;3;6;46;8;1;3;1;0;1;0;14;1
0;3;6;58;10;1;3;1;0;1;0;14;1
0;2;7,199999809;47;7;1;1;0;0;0;1;16,5;0
0;1;7,199999809;56;18;1;4;1;0;0;1;16,5;0
0;3;7,199999809;31;12;1;4;1;0;0;1;16,5;1
0;3;7,199999809;44;13;1;2;1;0;0;1;16,5;1
0;3;7,199999809;33;10;1;7;0;0;0;1;16,5;1
0;3;7,199999809;51;11;1;5;0;0;0;1;16,5;1
0;3;4,199999809;40;10;1;3;1;1;0;0;21;1
0;3;6;44;14;1;4;1;0;1;0;14;1
0;3;6;57;14;1;4;1;0;1;0;14;1
0;3;6;36;15;1;2;1;0;1;0;14;1
0;3;6;41;11;1;4;1;0;1;0;14;1
0;3;6;32;15;1;4;1;0;1;0;14;1
0;3;6;34;18;1;1;1;0;1;0;14;1
0;3;6;47;12;1;2;1;0;1;0;14;1
0;2;6;31;12;1;1;0;0;1;0;14;0
0;3;6;25;13;0;3;1;0;1;0;14;1
0;3;6;53;12;1;1;1;0;1;0;14;1
0;3;6;59;9;1;2;1;0;1;0;14;1
0;3;6;26;16;0;1;0;0;1;0;14;1
0;3;6;36;12;1;1;1;0;1;0;14;1
0;3;7,900000095;50;16;1;4;1;0;0;1;3;1
1;1;7,900000095;51;6;1;1;1;0;0;1;3;0
0;3;7,900000095;40;12;1;5;1;0;0;1;3;1
0;3;7,900000095;52;8;1;2;1;0;0;1;3;1
0;3;4,900000095;59;12;1;2;1;0;0;0;23;1
0;3;4,900000095;36;12;1;6;1;0;0;0;23;1
0;3;4,900000095;27;10;1;6;1;0;0;0;23;1
0;3;4,900000095;39;13;1;1;1;0;0;0;23;1
0;3;4,900000095;29;12;0;1;1;0;0;0;23;1
0;3;4,900000095;47;9;1;3;1;0;0;0;23;1
0;3;4,900000095;34;12;1;6;1;0;0;0;23;1
0;3;4,900000095;47;12;1;3;1;0;0;0;23;1
1;3;4,900000095;30;10;1;4;1;0;0;0;23;1
0;3;4,900000095;32;12;1;4;1;0;0;0;23;1
0;3;4,900000095;51;12;1;5;1;0;0;0;23;1
0;3;4,900000095;38;12;1;7;1;0;0;0;23;1
0;3;4,199999809;33;13;1;5;1;1;0;0;21;1
0;3;4,199999809;31;16;0;1;1;1;0;0;21;1
0;3;4,199999809;35;12;1;5;1;1;0;0;21;1
0;3;4,199999809;56;8;1;3;1;1;0;0;21;1
0;3;4,199999809;35;12;1;3;1;1;0;0;21;1
0;3;4,199999809;52;12;1;4;1;1;0;0;21;1
0;3;4,199999809;33;16;0;5;1;1;0;0;21;1
1;3;4,199999809;29;14;1;2;1;1;0;0;21;1
0;3;4,199999809;31;12;1;4;1;1;0;0;21;1
0;3;4,199999809;36;15;1;5;0;1;0;0;21;1
0;3;4,199999809;41;16;0;1;1;1;0;0;21;1
0;3;7,699999809;33;9;1;5;1;0;0;1;21;1
0;3;7,699999809;40;9;1;2;1;0;0;1;21;1
0;3;7,699999809;37;12;1;3;1;0;0;1;21;1
1;1;7,699999809;53;7;1;2;1;0;0;1;21;0
0;1;7,699999809;43;12;1;4;1;0;0;1;21;0
0;1;7,699999809;39;12;1;2;1;0;0;1;21;0
0;3;7,699999809;50;12;1;2;1;0;0;1;21;1
0;3;7,699999809;36;12;1;6;1;0;0;1;21;1
0;3;7,699999809;40;8;1;3;1;0;0;1;21;1
0;3;7,699999809;36;14;1;4;1;0;0;1;21;1
0;3;4;43;12;1;4;1;0;1;0;38;1
0;3;4;32;12;0;1;1;0;1;0;38;1
0;3;4;42;12;1;1;1;0;1;0;38;1
0;3;4;32;14;1;5;1;0;1;0;38;1
0;3;4;28;12;1;1;1;0;1;0;38;1
0;3;4;27;12;1;3;1;0;1;0;38;1
0;3;4;28;13;1;2;1;0;1;0;38;1
0;3;4;35;12;1;4;1;0;1;0;38;1
1;3;4;35;13;1;7;1;0;1;0;38;1
0;3;4;59;12;1;2;1;0;1;0;38;1
0;3;4;37;12;1;6;1;0;1;0;38;1
1;3;4;40;12;1;3;1;0;1;0;38;1
0;3;4;33;12;1;4;1;0;1;0;38;1
0;3;4;26;12;1;5;1;0;1;0;38;1
0;3;4;49;12;1;4;1;0;1;0;38;1
0;3;4;34;12;1;5;1;0;1;0;38;1
0;3;4;33;12;1;5;1;0;1;0;38;1
0;3;4;39;14;1;5;1;0;1;0;38;1
0;3;3,900000095;34;12;1;3;1;0;0;1;2,5;1
0;1;3,900000095;46;10;1;1;1;0;0;1;2,5;0
0;1;3,900000095;51;14;1;4;0;0;0;1;2,5;0
0;3;3,900000095;39;16;1;2;0;0;0;1;2,5;1
0;3;3,900000095;45;11;1;1;0;0;0;1;2,5;1
0;3;3,900000095;34;11;1;4;1;0;0;1;2,5;1
0;3;3,900000095;36;13;1;4;1;0;0;1;2,5;1
1;3;3,900000095;33;12;1;1;1;0;0;1;2,5;1
0;1;3,900000095;53;12;1;2;1;0;0;1;2,5;0
0;3;7,300000191;35;16;0;1;1;0;0;1;20,5;1
0;3;7,300000191;43;16;1;5;1;0;0;1;20,5;1
0;3;7,300000191;40;12;1;4;1;0;0;1;20,5;1
0;3;7,300000191;26;11;1;1;1;0;0;1;20,5;1
0;3;7,300000191;29;10;1;1;1;0;0;1;20,5;1
0;3;7,300000191;42;18;1;4;1;0;0;1;20,5;1
0;3;7,300000191;49;17;1;3;1;0;0;1;20,5;1
0;3;7,300000191;40;16;0;1;1;0;0;1;20,5;1
0;3;7,300000191;42;13;1;1;1;0;0;1;20,5;1
0;3;7,300000191;50;16;0;1;1;0;0;1;20,5;1
0;3;7,300000191;39;16;0;1;1;0;0;1;20,5;1
0;3;7,300000191;49;14;1;1;1;0;0;1;20,5;1
0;3;7,300000191;58;13;1;2;1;0;0;1;20,5;1
0;3;7,300000191;56;14;1;2;1;0;0;1;20,5;1
1;3;7,300000191;59;16;1;2;0;0;0;1;20,5;1
1;3;7,300000191;48;16;1;3;1;0;0;1;20,5;1
0;3;7,300000191;49;18;1;2;1;0;0;1;20,5;1
0;3;7,300000191;44;18;1;5;1;0;0;1;20,5;1
0;3;7,300000191;38;17;1;4;1;0;0;1;20,5;1
0;3;7,300000191;25;12;1;3;1;0;0;1;20,5;1
0;3;7,300000191;41;6;1;2;1;0;0;1;20,5;1
0;3;7,300000191;41;5;1;2;1;0;0;1;20,5;1
1;3;7,300000191;44;9;1;1;0;0;0;1;20,5;1
0;3;7,300000191;54;12;1;1;0;0;0;1;20,5;1
0;2;7,300000191;56;11;1;3;0;0;0;1;20,5;0
0;3;7,300000191;45;1;1;12;1;0;0;1;20,5;1
1;3;7,300000191;50;14;1;6;0;0;0;1;20,5;1
0;3;7,300000191;46;6;1;5;1;0;0;1;20,5;1
0;3;7,300000191;33;12;1;4;1;0;0;1;20,5;1
0;3;7,300000191;42;12;1;2;1;0;0;1;20,5;1
0;3;7,300000191;25;15;1;1;1;0;0;1;20,5;1
1;3;7,300000191;45;16;1;2;1;0;0;1;20,5;1
0;3;7,300000191;31;16;1;3;1;0;0;1;20,5;1
0;3;7,300000191;41;15;0;1;1;0;0;1;20,5;1
1;1;7,300000191;33;4;1;1;0;0;0;1;20,5;0
1;3;7,300000191;36;12;0;1;0;0;0;1;20,5;1
0;3;7,300000191;27;14;1;1;0;0;0;1;20,5;1
0;3;7,300000191;30;15;1;2;0;0;0;1;20,5;1
0;3;7,300000191;27;13;1;2;1;0;0;1;20,5;1
0;3;7,300000191;29;16;0;1;1;0;0;1;20,5;1
0;2;7,300000191;26;11;0;2;1;0;0;1;20,5;0
0;3;7,300000191;39;12;1;4;0;0;0;1;20,5;1
0;3;7,300000191;59;10;1;9;1;0;0;1;20,5;1
0;3;7,300000191;44;12;1;2;1;0;0;1;20,5;1
0;3;6,199999809;32;12;1;5;1;0;0;0;31;1
0;3;6,199999809;35;18;1;4;1;0;0;0;31;1
0;3;6,199999809;53;16;1;3;1;0;0;0;31;1
0;3;6,199999809;53;12;1;3;1;0;0;0;31;1
0;3;6,199999809;42;17;0;1;1;0;0;0;31;1
0;3;6,199999809;32;14;1;2;1;0;0;0;31;1
0;3;6,199999809;39;16;1;4;0;0;0;0;31;1
0;3;6,199999809;27;18;1;3;1;0;0;0;31;1
0;3;6,199999809;47;18;1;2;1;0;0;0;31;1
0;3;6,199999809;54;16;1;3;1;0;0;0;31;1
0;2;6,199999809;47;12;0;1;1;0;0;0;31;0
1;3;6,199999809;26;12;0;1;1;0;0;0;31;1
1;2;6,199999809;26;16;0;1;1;0;0;0;31;0
0;3;6,199999809;33;14;0;1;1;0;0;0;31;1
0;3;6,199999809;32;11;0;1;1;0;0;0;31;1
0;3;6,199999809;42;16;1;4;1;0;0;0;31;1
0;3;6,199999809;41;12;1;3;1;0;0;0;31;1
0;3;6,199999809;58;15;1;2;1;0;0;0;31;1
0;3;6,199999809;58;18;1;2;1;0;0;0;31;1
1;3;6,199999809;41;15;1;5;1;0;0;0;31;1
1;3;6,199999809;30;10;1;1;1;0;0;0;31;1
0;3;6,199999809;32;12;1;3;1;0;0;0;31;1
0;3;6,199999809;36;10;1;3;1;0;0;0;31;1
0;3;6,199999809;35;16;1;2;1;0;0;0;31;1
1;3;3;46;12;1;1;1;1;0;0;26;1
0;2;3;31;17;0;1;1;1;0;0;26;0
0;3;3;30;12;1;2;1;1;0;0;26;1
0;2;3;34;18;1;5;0;1;0;0;26;0
0;3;3;27;13;0;1;1;1;0;0;26;1
1;3;3;31;9;0;1;1;1;0;0;26;1
1;3;3;36;14;1;3;1;1;0;0;26;1
0;3;3;31;12;1;3;1;1;0;0;26;1
0;3;3;27;12;0;1;1;1;0;0;26;1
1;3;3;37;13;0;1;1;1;0;0;26;1
0;3;3;43;14;1;1;1;1;0;0;26;1
0;3;3,599999905;32;12;1;2;1;0;0;1;2;1
0;3;3,599999905;29;16;0;1;1;0;0;1;2;1
0;3;3,599999905;59;10;1;2;1;0;0;1;2;1
0;3;7,599999905;36;10;1;2;1;0;1;0;21;1
1;2;7,599999905;28;11;1;1;0;0;1;0;21;0
0;3;7,599999905;53;18;1;2;1;0;1;0;21;1
0;3;7,599999905;49;12;1;2;1;0;1;0;21;1
0;3;7,300000191;37;12;1;4;1;0;0;1;20,5;1
1;3;7,300000191;28;11;1;3;1;0;0;1;20,5;1
0;3;4,199999809;56;18;1;3;1;1;0;0;21;1
0;3;4,199999809;38;18;1;4;1;1;0;0;21;1
0;3;4,199999809;49;18;1;2;0;1;0;0;21;1
0;3;4,199999809;26;12;0;1;1;1;0;0;21;1
1;3;4,199999809;38;14;1;4;1;1;0;0;21;1
0;3;4,199999809;25;16;0;4;1;1;0;0;21;1
0;3;4,199999809;36;12;0;1;0;1;0;0;21;1
0;3;4,199999809;33;12;1;3;1;1;0;0;21;1
0;3;4,199999809;54;12;1;4;1;1;0;0;21;1
0;3;4,199999809;30;13;1;2;1;1;0;0;21;1
0;3;4,199999809;25;12;0;4;1;1;0;0;21;1
0;3;4,199999809;26;16;1;2;1;1;0;0;21;1
0;3;4,199999809;31;10;0;2;1;1;0;0;21;1
0;3;4,300000191;30;11;1;6;1;0;1;0;25;1
0;3;7,199999809;45;14;1;4;0;0;0;1;16,5;1
1;3;7,199999809;32;12;1;4;0;0;0;1;16,5;1
1;3;7,199999809;43;16;1;1;0;0;0;1;16,5;1
0;3;7,199999809;30;14;1;2;0;0;0;1;16,5;1
0;3;7,199999809;38;16;1;1;0;0;0;1;16,5;1
0;3;7,199999809;53;12;1;3;0;0;0;1;16,5;1
0;3;7,199999809;31;18;1;2;1;0;0;1;16,5;1
0;3;7,199999809;54;16;1;4;1;0;0;1;16,5;1
0;3;7,199999809;27;16;1;4;1;0;0;1;16,5;1
0;3;6,699999809;55;12;1;2;1;0;0;1;23;1
0;1;6,699999809;57;12;1;2;1;0;0;1;23;0
0;3;6,699999809;34;12;1;4;1;0;0;1;23;1
0;3;6,699999809;29;18;0;1;1;0;0;1;23;1
0;3;6,699999809;39;12;1;4;1;0;0;1;23;1
0;3;6,699999809;37;12;1;2;1;0;0;1;23;1
0;1;6,699999809;37;12;1;4;1;0;0;1;23;0
0;1;7,699999809;45;12;1;4;1;0;0;1;21;0
0;3;7,699999809;59;12;1;5;1;0;0;1;21;1
0;3;7,699999809;34;18;1;4;1;0;0;1;21;1
1;3;7,699999809;41;18;1;2;1;0;0;1;21;1
0;3;7,699999809;36;12;1;4;1;0;0;1;21;1
0;3;7,699999809;36;10;1;5;0;0;0;1;21;1
0;3;7,699999809;31;12;1;3;1;0;0;1;21;1
0;3;4;39;12;1;2;1;0;1;0;38;1
0;3;4;39;18;1;2;1;0;1;0;38;1
0;3;4;46;18;1;2;1;0;1;0;38;1
1;3;4;41;12;1;1;1;0;1;0;38;1
1;3;4;41;10;1;1;1;0;1;0;38;1
1;3;4;40;16;1;6;1;0;1;0;38;1
0;3;3,299999952;36;18;1;4;1;1;0;0;26;1
0;3;3,299999952;39;16;1;3;1;1;0;0;26;1
0;3;6,800000191;26;12;0;3;1;0;1;0;20;1
0;3;6,800000191;27;12;0;1;1;0;1;0;20;1
0;3;6,800000191;36;14;1;4;1;0;1;0;20;1
0;3;6,800000191;32;12;1;1;1;0;1;0;20;1
0;3;6,800000191;52;13;1;2;1;0;1;0;20;1
0;1;6;54;8;1;2;1;0;1;0;14;0
0;3;6;50;12;1;1;1;0;1;0;14;1
0;3;6;39;14;1;5;1;0;1;0;14;1
0;1;6;38;8;1;6;1;0;1;0;14;0
0;3;3,299999952;26;14;1;3;1;1;0;0;26;1
0;3;3,299999952;45;7;1;3;1;1;0;0;26;1
0;3;5,699999809;38;18;1;1;0;0;1;0;13;1
1;3;5,699999809;57;18;1;4;1;0;1;0;13;1
0;3;5,699999809;31;18;0;1;1;0;1;0;13;1
0;3;5,699999809;30;16;1;3;1;0;1;0;13;1
0;3;5,699999809;25;16;0;2;1;0;1;0;13;1
0;3;5,699999809;28;18;1;4;1;0;1;0;13;1
0;3;5,699999809;47;15;1;4;1;0;1;0;13;1
0;3;5,699999809;35;13;1;2;1;0;1;0;13;1
0;3;5,699999809;40;13;1;4;1;0;1;0;13;1
0;3;5,699999809;34;17;1;4;1;0;1;0;13;1
0;3;5,699999809;35;12;1;4;1;0;1;0;13;1
0;3;5,699999809;46;7;0;2;0;0;1;0;13;1
0;3;5,699999809;36;16;1;4;1;0;1;0;13;1
0;3;5,699999809;54;11;1;4;0;0;1;0;13;1
1;3;5,699999809;35;12;0;2;0;0;1;0;13;1
0;3;5,699999809;26;12;1;3;1;0;1;0;13;1
0;3;5,699999809;33;12;1;4;1;0;1;0;13;1
0;3;3,599999905;38;16;0;4;0;0;0;1;2;1
0;3;3,599999905;43;12;1;1;0;0;0;1;2;1
1;3;3,599999905;59;11;1;1;1;0;0;1;2;1
0;3;3,599999905;45;13;1;2;0;0;0;1;2;1
0;3;3,599999905;26;16;1;2;1;0;0;1;2;1
0;3;5;43;12;1;4;1;0;0;1;24;1
0;3;5;39;9;1;2;1;0;0;1;24;1
